A T phi m0
1.619109790868818566e+00 9.907470881212985603e+01 8.928441206539262653e-01 1.510283854636963596e+01
1.565370604323966797e+00 1.003396752149532460e+02 9.544643614250959418e-01 1.506920097643969925e+01
1.557610775580366980e+00 1.006385532050022675e+02 1.031594492491088033e+00 1.505963805512163134e+01
1.549164115548296028e+00 1.013314249674731968e+02 1.095504421663693995e+00 1.498299940683216747e+01
1.616566766315513881e+00 1.015181476184945950e+02 1.217295271926468470e+00 1.501788107393283056e+01
1.551586682299468611e+00 1.003005536156416042e+02 9.977150258541200856e-01 1.492371324949287725e+01
1.614366858941815419e+00 9.933410243974321929e+01 9.085951610919323906e-01 1.514853651095839915e+01
1.680619875560804832e+00 9.913966449894829225e+01 9.439582550665664984e-01 1.503627197901571044e+01
1.662947309753506797e+00 1.007714300448834308e+02 1.073242698963488895e+00 1.504413281084834964e+01
1.532913684736814108e+00 1.015541665359320689e+02 1.186099944845341536e+00 1.500925108353953696e+01
1.551442598607210011e+00 1.007075216800708688e+02 1.086180940176304954e+00 1.502034903626085693e+01
1.545152823477314641e+00 1.001697776755332541e+02 9.890491601572103386e-01 1.502134221755624566e+01
1.550751445663787642e+00 9.957964537406044769e+01 8.700493306282106598e-01 1.508637126847884247e+01
1.670840250216353962e+00 9.975557911781378095e+01 8.995552754767319747e-01 1.510301230056239952e+01
1.441549615213567392e+00 1.003607657556041630e+02 1.112075661298591145e+00 1.505588382314484441e+01
1.579730293989275003e+00 9.987421795177993999e+01 9.629284070547291519e-01 1.507086778582641884e+01
1.626920135487530006e+00 1.003269116549280255e+02 1.005997420308273993e+00 1.507601880796688576e+01
1.602498369049963678e+00 1.004498401171029371e+02 9.690085219923098014e-01 1.499364102617434469e+01
1.570912531804604217e+00 9.947748867871858636e+01 9.253821223065145096e-01 1.509959978792327462e+01
1.545984045895397063e+00 1.000966842349192945e+02 9.301014364701603032e-01 1.506666109821458477e+01
1.650757599993374125e+00 1.005425235455284252e+02 1.126379632076343729e+00 1.505785344220011090e+01
1.688354597580617344e+00 1.000770151438734956e+02 1.022614533688336769e+00 1.500848912670223179e+01
1.498778869166814909e+00 1.017098134925252140e+02 1.266410283086263133e+00 1.499062757194385931e+01
1.560468933046480711e+00 1.022232925667866112e+02 1.258673794476339314e+00 1.500921871163965271e+01
1.510404111691368456e+00 9.912660779747844231e+01 8.809216537202037012e-01 1.504028711741855595e+01
1.579858850405886805e+00 9.989445126061416147e+01 9.992361922220694970e-01 1.502007956736016148e+01
1.490824712707724764e+00 1.004008818414412474e+02 1.026008220925438419e+00 1.505191297645921011e+01
1.545511576038597568e+00 1.004099001397609214e+02 9.961051373969735945e-01 1.509242898808316902e+01
1.525100879594782244e+00 1.011170622526280596e+02 1.150141750497824411e+00 1.499402412446816157e+01
1.580454772833369992e+00 9.949428681228300775e+01 8.769187875585285896e-01 1.499800215193171837e+01
1.445272150826044655e+00 1.005335433502567213e+02 1.054072747842948132e+00 1.509318487391210439e+01
1.485832476629616927e+00 1.004824441314617474e+02 1.035164386650117452e+00 1.511331814640750082e+01
1.544331791113804364e+00 9.917755553420670367e+01 9.304696107721160958e-01 1.505997077517264060e+01
1.533704068336820381e+00 1.003370006769076070e+02 1.106642867432254373e+00 1.509808261458426415e+01
1.520282977176247385e+00 9.949065470384607579e+01 9.321721096374331328e-01 1.501466420571948568e+01
1.482920273406552969e+00 9.965131176020027226e+01 1.006530437674773459e+00 1.494532172402786863e+01
1.684679426450971018e+00 1.013704318053130322e+02 1.139711315081163967e+00 1.500165639491566694e+01
1.613057609383109270e+00 9.950693076606695797e+01 9.143836848129478501e-01 1.514400256408028156e+01
1.548417656497887318e+00 1.003203912379217684e+02 1.049051681134922864e+00 1.506472771495067420e+01
1.615301860315261795e+00 9.900834051977892614e+01 8.808885841977346365e-01 1.510445796221784676e+01
1.560049413640689941e+00 1.002446989733434606e+02 1.003733960647220425e+00 1.510333528947648851e+01
1.692976978272838551e+00 1.001742193497960045e+02 1.038987492956072956e+00 1.507419547151445016e+01
1.626560639651995377e+00 9.976781439551493236e+01 9.022949831930776599e-01 1.504730982457409283e+01
1.653781409441460459e+00 9.866858275056911509e+01 7.842061105771542806e-01 1.513143860185694578e+01
1.495147647902766330e+00 1.005638890546805300e+02 1.069489957171650518e+00 1.505455130552010878e+01
1.741271698171656279e+00 9.993753537250702834e+01 1.055232819236952224e+00 1.508225371247025848e+01
1.623948177532201331e+00 1.007808708300156866e+02 1.052357806120765460e+00 1.498469797542264104e+01
1.639313244699534877e+00 9.969770461279298956e+01 8.983118941673970959e-01 1.493246706858939632e+01
1.513655446257955894e+00 1.014107346415225805e+02 1.137190201058111194e+00 1.504040025769094058e+01
1.680558093049503210e+00 1.003624628821428217e+02 9.839099197755786230e-01 1.504249579040206442e+01
1.680094951510713530e+00 1.011829326299987599e+02 1.148668270088745613e+00 1.503114250571335297e+01
1.661321720693030413e+00 1.005400197626787246e+02 9.772474658553719218e-01 1.491743286671683677e+01
1.538221356518262084e+00 1.006330104261671892e+02 1.106128328103417990e+00 1.500908726816595973e+01
1.555094771199559966e+00 1.008113657743358687e+02 1.140094753725078514e+00 1.513671261825226821e+01
1.550751445663787642e+00 9.957964537406044769e+01 8.700493306282106598e-01 1.508637126847884247e+01
1.674682433897721534e+00 1.002441183928611679e+02 1.047390251228845326e+00 1.513194756361108873e+01
1.430439137174619235e+00 1.006169350500745452e+02 1.104288105775635076e+00 1.503778687704354766e+01
1.668668333019137195e+00 1.000446589493595013e+02 9.684271798795619501e-01 1.507784648164002306e+01
1.640930209777870408e+00 1.016412498119113650e+02 1.240443261795596053e+00 1.499950515867697476e+01
1.526441419435675240e+00 1.013278969956126900e+02 1.135712548774773456e+00 1.507676293616465912e+01
1.607872515668773206e+00 1.025872905265376716e+02 1.343954018577084630e+00 1.502482142365869500e+01
1.579397198601982577e+00 1.006656161684955464e+02 1.046749422895487225e+00 1.502559631441367749e+01
1.688651348355460602e+00 1.013128815120620203e+02 1.120198374711742106e+00 1.499257380765723546e+01
1.487181071533485444e+00 1.007153638712968871e+02 1.028719633049923310e+00 1.504680850364647959e+01
1.575318451567893296e+00 9.988062941852234644e+01 9.602263590540374150e-01 1.507170887441640161e+01
1.509875207092852945e+00 1.015134694870378382e+02 1.107272978335013480e+00 1.502745655749659903e+01
1.628958268025670231e+00 9.944930608402482619e+01 9.350067106765004299e-01 1.510221309139286738e+01
1.505996817105486718e+00 1.010873710380407289e+02 1.166154706348980108e+00 1.505372700032254940e+01
1.542147068002077681e+00 9.857375427869952489e+01 8.500121084550479322e-01 1.512334127037381748e+01
1.567108259565704653e+00 1.003069222076563562e+02 1.082180510465980960e+00 1.506623705762653920e+01
1.610294449490710100e+00 1.005859632952060423e+02 1.085204243957021752e+00 1.504973784678553272e+01
1.565437317240452320e+00 1.002954542532330038e+02 1.068203217696194196e+00 1.509675613247612880e+01
1.670096504503833401e+00 9.970228097883894236e+01 9.839545452580480411e-01 1.504784462673183043e+01
1.667795986957936183e+00 1.003183961374706143e+02 1.035135495478830547e+00 1.503953904518705187e+01
1.616477631214979116e+00 9.965019391684954542e+01 9.740122265320223516e-01 1.489808195569188776e+01
1.542041017610097597e+00 1.002534639224053450e+02 9.363737059770287363e-01 1.496139893307807789e+01
1.593105756029599362e+00 1.001632741424307795e+02 1.090235348793581194e+00 1.508521494132231133e+01
1.645177909897272084e+00 9.979489239136046308e+01 1.025727283116051991e+00 1.508230909071351356e+01
1.431111866785890641e+00 1.006982513002772208e+02 1.114785599633539626e+00 1.516180021679901202e+01
1.550547076959940540e+00 1.004538752366774759e+02 1.038705348672919193e+00 1.502787411764217396e+01
1.505099578583902087e+00 1.006045697125110081e+02 1.030560613044905205e+00 1.504276715712719437e+01
1.482920273406552969e+00 9.965131176020027226e+01 1.006530437674773459e+00 1.494532172402786863e+01
1.533715053789160843e+00 9.958378285380369732e+01 8.934055895780362855e-01 1.502680033167744078e+01
1.458862068463032013e+00 9.912015617860241434e+01 8.301936804460885444e-01 1.508431321340817277e+01
1.488106902112136254e+00 1.016080092197197615e+02 1.161414881352121453e+00 1.496953084873165096e+01
1.706528365408987113e+00 9.863243410737018735e+01 8.996226634336688122e-01 1.508685269999408263e+01
1.492254887030930455e+00 9.957439269543644400e+01 9.881530801760753935e-01 1.508227638321278974e+01
1.560468933046480711e+00 1.022232925667866112e+02 1.258673794476339314e+00 1.500921871163965271e+01
1.549255866322495567e+00 1.011034504252181989e+02 1.127774127167429752e+00 1.512217857530827914e+01
1.549194788907093834e+00 1.010458350554069540e+02 1.072617205786288830e+00 1.500464458456143291e+01
1.509855468269416523e+00 1.017997215339608488e+02 1.268553773323524592e+00 1.507636448456690736e+01
1.527578683113742564e+00 9.963318255659871170e+01 9.680887152460992962e-01 1.503428979495186013e+01
1.563740412689242465e+00 1.015707536057305873e+02 1.184137876728035055e+00 1.505437126502597422e+01
1.596316420125885926e+00 1.016868691185118934e+02 1.255209364591890031e+00 1.506815390153196432e+01
1.631798202497429795e+00 9.985574369760050217e+01 1.040431793240000680e+00 1.505372781695394124e+01
1.463617576773081908e+00 1.004588380183072900e+02 1.099599750023354305e+00 1.508993855397771711e+01
1.567247706072732338e+00 1.021964895647562912e+02 1.321328726571253442e+00 1.497714770133218209e+01
1.578627637884770785e+00 9.933265210017107449e+01 8.850191153197036753e-01 1.509380698706712032e+01
1.494829726906133471e+00 1.006083396338846825e+02 1.023157074977213643e+00 1.497347051286508268e+01
1.574771653939269989e+00 9.941511787232367681e+01 9.547372880397452244e-01 1.505109264505334821e+01
1.608573926176549929e+00 1.009569460341255080e+02 1.005595797322524243e+00 1.504327098711233290e+01
1.514865265997697108e+00 9.979995285513975034e+01 9.521315933320794178e-01 1.502264796032838667e+01
1.549194788907093834e+00 1.010458350554069540e+02 1.072617205786288830e+00 1.500464458456143291e+01
1.484157244544235033e+00 1.005310552505990671e+02 9.405599442848531222e-01 1.496138224789264903e+01
1.549418642392764056e+00 1.016109716912663714e+02 1.151003421309125141e+00 1.509235950981769392e+01
1.645790458877943507e+00 1.007040143154097223e+02 1.091699286906208100e+00 1.503464944346143994e+01
1.528095706102549300e+00 1.011251845169459784e+02 1.087955536060414952e+00 1.503332120276273542e+01
1.583237445791715103e+00 9.901773526415588833e+01 8.186709572751235120e-01 1.503906511145573255e+01
1.662312758029628190e+00 1.003950706871862195e+02 1.067907462271315833e+00 1.504357611814175222e+01
1.711827915988820559e+00 1.001747192871281982e+02 1.092862302177454392e+00 1.503046953466351354e+01
1.416740217339876207e+00 1.015941781691541621e+02 1.233856378750432636e+00 1.496132997114049701e+01
1.550513923461559695e+00 9.992315616118500543e+01 1.014377165532641012e+00 1.509664239716399692e+01
1.476098383068446873e+00 1.010198338172347690e+02 1.158107130450390043e+00 1.497895804327171021e+01
1.491634260191930128e+00 1.007677018773286335e+02 1.044661852027995774e+00 1.503480150567089169e+01
1.662235852636483768e+00 1.000280209232535924e+02 9.166542338417704716e-01 1.501948744316750606e+01
1.537287969541407673e+00 1.010103502041209822e+02 1.051456963379474141e+00 1.501015859105443795e+01
1.632563593288624659e+00 1.008231046361815402e+02 1.043187264931449088e+00 1.498579121029922767e+01
1.636558700512565023e+00 1.008967134825357874e+02 1.108271753278987859e+00 1.503574189229298597e+01
1.536739153169050187e+00 9.920587527006355799e+01 9.088366091524555657e-01 1.505671813429497163e+01
1.485479244344425354e+00 1.017530769956534016e+02 1.149194909438187917e+00 1.509917881917900928e+01
1.766199522921313658e+00 1.014091094086319629e+02 1.149645794235551799e+00 1.508714205908042238e+01
1.662388322986622313e+00 1.004016042519434393e+02 1.052859514979840982e+00 1.498786327198991231e+01
1.539739626508046744e+00 1.002962095924263508e+02 1.021220158329184891e+00 1.511369122720722658e+01
1.642813996951455024e+00 9.993220971798488961e+01 9.711883225265242059e-01 1.512026320800178070e+01
1.622656190482807848e+00 9.941976126238947131e+01 9.419413658676265566e-01 1.513037724768963344e+01
1.511781323064935512e+00 1.009133274472824127e+02 1.049102171810968986e+00 1.498449106876044823e+01
1.540990885802839161e+00 9.996646467103610689e+01 9.410270800050483109e-01 1.500676853391620824e+01
1.635703928166644783e+00 9.918741222046453743e+01 9.423131875723858020e-01 1.503650529276257686e+01
1.752956804096880816e+00 1.013732251387125700e+02 1.129869815315989179e+00 1.505074695277696684e+01
1.582140170043997429e+00 1.003152938392766487e+02 1.063069748986721574e+00 1.500353586151656415e+01
1.547714683593458762e+00 1.003697542431837917e+02 1.137322409759359942e+00 1.503068608449855859e+01
1.430751517418723306e+00 9.920496124452057529e+01 8.991751546243966775e-01 1.511967938164507608e+01
1.505786094355629379e+00 1.018223579573547255e+02 1.205459649356134033e+00 1.504050804230920590e+01
1.661578233082229072e+00 9.907917107326444750e+01 9.197124294618150842e-01 1.505844503869264095e+01
1.530564795680715573e+00 9.995904691731078628e+01 1.045907873978741964e+00 1.501065342820740511e+01
1.431841096034939032e+00 1.004450459712823402e+02 1.026833485188639372e+00 1.504108722783993635e+01
1.590420143142453391e+00 1.013190839410178086e+02 1.190066295333537250e+00 1.499966766772692317e+01
1.495128248310248598e+00 1.005732402764508180e+02 1.032367007353031552e+00 1.504528641019223834e+01
1.742262030262093475e+00 9.931950708217607371e+01 9.014765410315445093e-01 1.508942897573794184e+01
1.710289217382827021e+00 1.008418319226881295e+02 1.057978294635711913e+00 1.509225150995068176e+01
1.718117983436459939e+00 9.987457534867161257e+01 9.579435576422205001e-01 1.509739672537730826e+01
1.583771839853107544e+00 9.924247626251725762e+01 8.938880853007015181e-01 1.515793762854152860e+01
1.626590494224348094e+00 1.000284339018784152e+02 1.007203306693251754e+00 1.510272603894322074e+01
1.508039322399663540e+00 9.970065273246660809e+01 9.589612918443966016e-01 1.496948400616751229e+01
1.504708865624866831e+00 1.023472550943769477e+02 1.408427804955092899e+00 1.497910433835262367e+01
1.525100879594782244e+00 1.011170622526280596e+02 1.150141750497824411e+00 1.499402412446816157e+01
1.572757260466234097e+00 1.008442515610385897e+02 1.102633346238233170e+00 1.504364758718620543e+01
1.433647861941816481e+00 1.014932148259362208e+02 1.181069224128896034e+00 1.499622210181287940e+01
1.475932236156705546e+00 1.011317455125000038e+02 1.080729216657350777e+00 1.506207150952085172e+01
1.499104476463221536e+00 1.028393225583145636e+02 1.384670054062078437e+00 1.503007135930042004e+01
1.567986103327477787e+00 9.949358296131437385e+01 9.348319776372964185e-01 1.513583869671711923e+01
1.475665875936121640e+00 1.017623386703091768e+02 1.247019047152895244e+00 1.500980134309965663e+01
1.660581019880003950e+00 1.002878885113503742e+02 9.296628190001750003e-01 1.510996435171729502e+01
1.645792731051102464e+00 9.969405591499017305e+01 1.019621913988161932e+00 1.507842653375864828e+01
1.549890877062694905e+00 9.939331031762658597e+01 9.469715450158688874e-01 1.502756982367539607e+01
1.421145990561468953e+00 1.006718764303115421e+02 1.003339400448591601e+00 1.506267086452762349e+01
1.579652370348310519e+00 1.016370247262744329e+02 1.213434503160174538e+00 1.506612396077862748e+01
1.613913746772322799e+00 1.010644841281541488e+02 1.075909038082720537e+00 1.504464536838604971e+01
1.520729698361950266e+00 1.004978837622329593e+02 1.008378703884099226e+00 1.505399249251244242e+01
1.522516672329581100e+00 9.879514917750742597e+01 7.667412627367111710e-01 1.514194414465389826e+01
1.658114813223040773e+00 1.006383090512682514e+02 1.069618224772254989e+00 1.500309881449981120e+01
1.607880573374963262e+00 9.928326765898404460e+01 9.274844898146934469e-01 1.505959548790423064e+01
1.571469384037718076e+00 1.005326231427178385e+02 9.944321445919024338e-01 1.505638594962530874e+01
1.690076381929324967e+00 9.972499452791879548e+01 9.043276538047815283e-01 1.507422948383135086e+01
1.608352839405054802e+00 1.007101015668734476e+02 1.051873549044398670e+00 1.509794428699516899e+01
1.468113281337404930e+00 1.006531314770093104e+02 1.011369463842699101e+00 1.494390017080593935e+01
1.548340762331128939e+00 1.009875426522600463e+02 1.062859425201266639e+00 1.502710364046389380e+01
1.567614814538299317e+00 1.012847210711853734e+02 1.105949701008454689e+00 1.500340732763008944e+01
1.541620299022810725e+00 1.003975724057425936e+02 1.044840773556178659e+00 1.506602108605914481e+01
1.596174637302437915e+00 9.922126544001919513e+01 8.598154339856883821e-01 1.509928896408299615e+01
1.474260786022386860e+00 1.006804638251667399e+02 1.075381619105391984e+00 1.503024774376417483e+01
1.574514599854611507e+00 9.962889102711251610e+01 9.552957325638772312e-01 1.499909051369148116e+01
1.565851797557715086e+00 1.007661500177943594e+02 1.093786897696501947e+00 1.506690922631453944e+01
1.691454390088423576e+00 1.007197746548668533e+02 1.113998841929999983e+00 1.506027842433793928e+01
1.532839470084813582e+00 9.933807529977211459e+01 9.302015212899314989e-01 1.510075490440178392e+01
1.549164115548296028e+00 1.013314249674731968e+02 1.095504421663693995e+00 1.498299940683216747e+01
1.608205611629122789e+00 9.927092694466885803e+01 9.073016658806297707e-01 1.513321900677520659e+01
1.565485128134994852e+00 9.894343954539448305e+01 7.887888700013178100e-01 1.519818538637369798e+01
1.668439103059045081e+00 1.006154854838019332e+02 1.069039260497520294e+00 1.501767972695062525e+01
1.706748227306609467e+00 9.877865450317300144e+01 7.835324323158362469e-01 1.507714286988328212e+01
1.608550554100517616e+00 1.010627727366334625e+02 1.165368989292060009e+00 1.498308305767387516e+01
1.584481543698794237e+00 1.005853563471543879e+02 1.086753054522588968e+00 1.505786615336974066e+01
1.622263898863458342e+00 9.904790823242916531e+01 8.680814403189990314e-01 1.509653597047665841e+01
1.563058157863358222e+00 1.012455282774384244e+02 1.154512660882539787e+00 1.494139349061296684e+01
1.546731823216596080e+00 1.011684122964537380e+02 1.135312017494736647e+00 1.503843105317167073e+01
1.541781965805254506e+00 1.003815073208244257e+02 1.128333667492705361e+00 1.497583986934279920e+01
1.655597546446232027e+00 1.006239898091749581e+02 1.053625335597274448e+00 1.501548675882221318e+01
1.591236840414292697e+00 1.012114489996364881e+02 1.092962123480130332e+00 1.508024034503396571e+01
1.370719602431865081e+00 1.034949262831376160e+02 1.310959764267767502e+00 1.498362705649806337e+01
1.581996647948368029e+00 1.022107931770781022e+02 1.277688540736612755e+00 1.508680447978239059e+01
1.679783279615618241e+00 1.001474116611088050e+02 9.651745750418044834e-01 1.496831998362507576e+01
1.607296958206977378e+00 9.964593983445679726e+01 1.008503865676736666e+00 1.493347230142049398e+01
1.615301860315261795e+00 9.900834051977892614e+01 8.808885841977346365e-01 1.510445796221784676e+01
1.507153572931224872e+00 1.010632951851200687e+02 1.104499108594145573e+00 1.518387292892921536e+01
1.620944030502720956e+00 1.002408096833449633e+02 1.112625587026981888e+00 1.503380667806418458e+01
1.459399913573869556e+00 9.952183575936372506e+01 1.006477047467901231e+00 1.511195485362491553e+01
1.466457496319147680e+00 9.965254829423902549e+01 8.413656234420611169e-01 1.498971790220297429e+01
1.714912583193592077e+00 9.966981700393260724e+01 9.761727175367893583e-01 1.506390249203174037e+01
1.628854394721596766e+00 9.827346297808560394e+01 7.876355914244451695e-01 1.501824148678780269e+01
1.664319815316621209e+00 1.002840099764771224e+02 1.009398042621836078e+00 1.501473282112631225e+01
1.521362438584876076e+00 9.993946192564018816e+01 1.011700790007793227e+00 1.514610739510236748e+01
1.509257875998077036e+00 1.000532515356980667e+02 9.330055717751793987e-01 1.513677243021110286e+01
1.583775891752257081e+00 1.006082932184551737e+02 1.068363908124337680e+00 1.504994610979497871e+01
1.601987513151612585e+00 1.005005243487614450e+02 1.031464796900163794e+00 1.501721350871723715e+01
1.533222444648879135e+00 1.019314254680120513e+02 1.254210238104042308e+00 1.506134399869729279e+01
1.650650047712583390e+00 1.003243763006228875e+02 1.041265646794427013e+00 1.503086644574978337e+01
1.625872871245910289e+00 9.970104157692658475e+01 9.458936102363381115e-01 1.511456351290361511e+01
1.642549425537873420e+00 9.993449949134777910e+01 9.772841329983013026e-01 1.506757072479297221e+01
1.456100273683899271e+00 1.021226641525804695e+02 1.279683750758848104e+00 1.507833210415148883e+01
1.788388147499708980e+00 1.008160220899922592e+02 1.098851325468589435e+00 1.501387565268393587e+01
1.652762565492325919e+00 1.003515077805633950e+02 1.085361964822700864e+00 1.501623258201408717e+01
1.714847729996237025e+00 9.924466892640595006e+01 7.971263992157234801e-01 1.497777627760373420e+01
1.576741350041166445e+00 1.003457653103389333e+02 1.081708148368635269e+00 1.516415522170744623e+01
1.496105626443830827e+00 1.017725734833185669e+02 1.200360208104745752e+00 1.502709636294401818e+01
1.546952549944765831e+00 1.007949271807072193e+02 1.169367914138113695e+00 1.506345908111850207e+01
1.633644498472222262e+00 9.825847762454220913e+01 7.599386445103432086e-01 1.505328869866482755e+01
1.541936237800112020e+00 9.980777583454825219e+01 9.290003056533010506e-01 1.509050692083033596e+01
1.604413155930592749e+00 1.012192713493669345e+02 1.135520219795060015e+00 1.504112610801119132e+01
1.520618846300889615e+00 1.008720332964755073e+02 1.101990832319791558e+00 1.500976348352363132e+01
1.685280589789649675e+00 1.000330349787234780e+02 9.850610503768806314e-01 1.501960752756628459e+01
1.453085078364111604e+00 1.008431909895264482e+02 9.644207723868839510e-01 1.508418817534651701e+01
1.659614602109915626e+00 9.893657441486594450e+01 7.699418036527699849e-01 1.499087221420322180e+01
1.667713168544654234e+00 9.921853071874490126e+01 9.080382524049203097e-01 1.505327506560472983e+01
1.627344265229842435e+00 1.002117732631495244e+02 1.041338999335632121e+00 1.507413576630321828e+01
1.628637602861050304e+00 1.011096325811764132e+02 1.143723968891199538e+00 1.496395386803224170e+01
1.641579276707642254e+00 1.012577166181893062e+02 1.184060333876707727e+00 1.496282694520543188e+01
1.500605843989216925e+00 1.006296472890861935e+02 1.087715445161459682e+00 1.504382384030885866e+01
1.577056088330942352e+00 1.004318277774942771e+02 1.058194944326221743e+00 1.506969910276246516e+01
1.471774527901356322e+00 9.897790855038023494e+01 8.596469160487911765e-01 1.501826944753200443e+01
1.476098383068446873e+00 1.010198338172347690e+02 1.158107130450390043e+00 1.497895804327171021e+01
1.475914879257427259e+00 1.021394922074337330e+02 1.274088496961728545e+00 1.509658575148104376e+01
1.540522640577836055e+00 9.925459732626630682e+01 8.729973888570526919e-01 1.505221907108847645e+01
1.474294464528053794e+00 9.956776301535778373e+01 9.533497004318122192e-01 1.500750997835789846e+01
1.553997343204116532e+00 1.002230844762173092e+02 1.065958299815253696e+00 1.504495414814391374e+01
1.622656190482807848e+00 9.941976126238947131e+01 9.419413658676265566e-01 1.513037724768963344e+01
1.560110041612005727e+00 1.008781376704329631e+02 1.089513034860003726e+00 1.508587596068852221e+01
1.547714683593458762e+00 1.003697542431837917e+02 1.137322409759359942e+00 1.503068608449855859e+01
1.552214400106666004e+00 1.002473850184932331e+02 1.036545209470778106e+00 1.505396591436988984e+01
1.417408827976115893e+00 1.016964741878474427e+02 1.097314224418740158e+00 1.504236168070525359e+01
1.613581533235009857e+00 9.925764112070962142e+01 9.049144165659068761e-01 1.505464281408206872e+01
1.383563947227201218e+00 1.014383764646582051e+02 1.149436996226813834e+00 1.506138058733579399e+01
1.578696680991892087e+00 1.008037371527499459e+02 1.099757825905202546e+00 1.495201678785274169e+01
1.671462593083443249e+00 9.976531030925229970e+01 1.011839567907127035e+00 1.500447802088094207e+01
1.630687651610430500e+00 9.832884827007650586e+01 8.413639525332075042e-01 1.516011185141322315e+01
1.677517978632604434e+00 1.005189692658573932e+02 1.056359748286854749e+00 1.511297713123377662e+01
1.759372731904993437e+00 9.959497861994930190e+01 1.025901233906226784e+00 1.512682223877245846e+01
1.533636415044384638e+00 9.933344589214739528e+01 8.910250654173327289e-01 1.498955114348050266e+01
1.560110041612005727e+00 1.008781376704329631e+02 1.089513034860003726e+00 1.508587596068852221e+01
1.604600155703327369e+00 1.014921237299676449e+02 1.214751396709260911e+00 1.498361863895382839e+01
1.580577785736621887e+00 9.985866268634381981e+01 1.032530458871791623e+00 1.507591710683616171e+01
1.536817735623181136e+00 1.005685376559657271e+02 1.049716746650493748e+00 1.493826302781094029e+01
1.509674150585627261e+00 9.972392582674760320e+01 9.685036858911629798e-01 1.512509644236424577e+01
1.565140834747813292e+00 1.012441200306352158e+02 1.123893077644306571e+00 1.507020723504001047e+01
1.480492165694184292e+00 1.012814712380563265e+02 1.206900830511910216e+00 1.504213845181027054e+01
1.633712980190365371e+00 9.957682764688127008e+01 9.997783493080846240e-01 1.509765195391246628e+01
1.677753184738514314e+00 1.012718642573106251e+02 1.073336045787441684e+00 1.498019558869963319e+01
1.626606218847299168e+00 1.000249946131211232e+02 9.724708321368348285e-01 1.505499978789505100e+01
1.502569551673183179e+00 9.956446731724133770e+01 9.351913325827460044e-01 1.498469117643158910e+01
1.633227117448758037e+00 9.950937573960025873e+01 9.683874382259900493e-01 1.504545600949740169e+01
1.560468933046480711e+00 1.022232925667866112e+02 1.258673794476339314e+00 1.500921871163965271e+01
1.468162770352598567e+00 1.000731416777752827e+02 9.217796998014344823e-01 1.505599317817059912e+01
1.633170362610908644e+00 1.013009279418250799e+02 1.192800757549949964e+00 1.515641724207360497e+01
1.617581991301348054e+00 9.948775002556676839e+01 9.405254953815257446e-01 1.507852700217588904e+01
1.523904595230858527e+00 9.984518495253968240e+01 9.697268142904481580e-01 1.505383155592267208e+01
1.526115796793563906e+00 1.014077541754052589e+02 1.157936136217694756e+00 1.499575458526564020e+01
1.624059922599740968e+00 9.936996689086730328e+01 8.692729593206846017e-01 1.504209369451502631e+01
1.485479244344425354e+00 1.017530769956534016e+02 1.149194909438187917e+00 1.509917881917900928e+01
1.586370261784946667e+00 1.002408021593604133e+02 9.865179509890349419e-01 1.507835688020254494e+01
1.649230115286804299e+00 1.003738023735257627e+02 1.102604787119632501e+00 1.510835014874368554e+01
1.544821657410402338e+00 1.012920981247576577e+02 1.082862781970673982e+00 1.498227570055538038e+01
1.558849158091440978e+00 1.005604645869014178e+02 1.013054406316002076e+00 1.499584136408523349e+01
1.699814747885369570e+00 1.007137928739423955e+02 1.137924807891218970e+00 1.506763245205009483e+01
1.537679282072573539e+00 9.953730492943073216e+01 9.262659003119407819e-01 1.511007598122125017e+01
1.599858866214452613e+00 1.003248788075176208e+02 1.061252613183591098e+00 1.502893962271615891e+01
1.589424354635630365e+00 1.000946461710104813e+02 1.066341119365780798e+00 1.504599645445956924e+01
1.607872515668773206e+00 1.025872905265376716e+02 1.343954018577084630e+00 1.502482142365869500e+01
1.631042402575400896e+00 1.000211836511048915e+02 9.628756185092117725e-01 1.504545515589668092e+01
1.619567639828943140e+00 1.012895465011940956e+02 1.159154641075284209e+00 1.511372063973015933e+01
1.554069155857402240e+00 9.999200143380352301e+01 1.005604503577631981e+00 1.499585391157946646e+01
1.542083969854694869e+00 9.949515048684868646e+01 8.825471719012486504e-01 1.506101319828140817e+01
1.603610393590416239e+00 1.005696434116692330e+02 1.157283267510049285e+00 1.502266051885583309e+01
1.525789370918798404e+00 1.007456675178606815e+02 1.126011919478125511e+00 1.508043194088011241e+01
1.527432655078698076e+00 1.011648268681174585e+02 1.122887255120168959e+00 1.502172246281721968e+01
1.666029797991277039e+00 9.961732156431682483e+01 9.622993033688593822e-01 1.500964989147252382e+01
1.455466598121511357e+00 1.011276808434825938e+02 1.080496160320234988e+00 1.498950547539980427e+01
1.519730093833965068e+00 1.030270652482508780e+02 1.374370673905287443e+00 1.507373392963977565e+01
1.493298635777555283e+00 1.015407762209373601e+02 1.153617683292658569e+00 1.508450838785190662e+01
1.518398275666202890e+00 1.006745928271819679e+02 1.183265034452291475e+00 1.510667703276917884e+01
1.457374693483067363e+00 9.881160767828481539e+01 7.768023195843573037e-01 1.499119390881071290e+01
1.613913746772322799e+00 1.010644841281541488e+02 1.075909038082720537e+00 1.504464536838604971e+01
1.773403046261064375e+00 1.009226122502068677e+02 1.079757966180290962e+00 1.505953280407659101e+01
